Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%
Detroit Red Wings,20102011,82,47,25,--,10,104,0.634,34,43,4,257,237,3.13,2.89,22.3,82.3,19.9,84,33.6,30.7,51.9
Nashville Predators,20142015,82,47,25,--,10,104,0.634,33,41,6,226,202,2.76,2.46,16.2,80.8,14.3,82.5,31.9,28.3,48.9
Colorado Avalanche,19951996,82,47,25,10,--,104,0.634,45,47,0,326,240,3.98,2.93,21.3,83.8,15.8,88.6,32.2,28.9,--
Los Angeles Kings,20222023,82,47,25,--,10,104,0.634,37,41,6,274,254,3.34,3.1,25.3,75.8,21.9,78.4,32.4,27.9,53.3
Quebec Nordiques,19921993,84,47,27,10,--,104,0.619,43,47,0,351,300,4.18,3.57,21.8,80.6,18.3,85.4,30,30.3,--
Chicago Blackhawks,20082009,82,46,24,--,12,104,0.634,36,42,4,260,209,3.17,2.55,19.3,80.6,17.6,83.6,32.7,28.6,48.1
New Jersey Devils,19961997,82,45,23,14,--,104,0.634,44,45,0,231,182,2.82,2.22,13.9,88.1,10.8,89.8,31.6,26.3,--
Vancouver Canucks,20022003,82,45,23,13,1,104,0.634,40,45,0,264,208,3.22,2.54,20.7,84.1,18.3,87.2,29.1,26.6,49.8
San Jose Sharks,20032004,82,43,21,12,6,104,0.634,40,43,0,219,183,2.67,2.23,16.6,85.3,14,88.1,28,28.9,48.5
Boston Bruins,20032004,82,41,19,15,7,104,0.634,33,41,0,209,188,2.55,2.29,16,83.6,11.7,85.7,30.5,27.8,52.1
Vancouver Canucks,20092010,82,49,28,--,5,103,0.628,41,45,4,268,218,3.27,2.66,20.9,81.6,19.1,84.4,30.9,29.5,51.4
New Jersey Devils,20092010,82,48,27,--,7,103,0.628,40,42,6,216,186,2.63,2.27,18.7,82.9,16.9,85.8,30,27,49.4
New York Islanders,20182019,82,48,27,--,7,103,0.628,37,43,5,223,191,2.72,2.33,14.5,79.9,14.1,82.7,28.8,30.9,47.4
Buffalo Sabres,19831984,80,48,25,7,--,103,0.644,43,48,0,315,257,3.94,3.21,22,82,17.7,85.9,29.9,26.8,--
Philadelphia Flyers,20112012,82,47,26,--,9,103,0.628,37,43,4,260,225,3.17,2.74,19.7,81.8,17,83.7,32.2,28.4,48.3
Montréal Canadiens,20162017,82,47,26,--,9,103,0.628,33,44,3,223,198,2.72,2.41,19.7,81.1,17,83.1,30,29.6,50.3
Florida Panthers,20152016,82,47,26,--,9,103,0.628,39,40,7,232,200,2.83,2.44,16.9,79.5,15.1,81.3,28.8,29.5,50.1
Chicago Blackhawks,20152016,82,47,26,--,9,103,0.628,36,46,1,234,207,2.85,2.52,22.6,80.3,21.4,84.6,30.5,30.8,49.3
Detroit Red Wings,19921993,84,47,28,9,--,103,0.613,45,47,0,369,280,4.39,3.33,24.9,81.2,22.7,85.5,32.9,28.9,--
Edmonton Oilers,20162017,82,47,26,--,9,103,0.628,37,43,4,243,207,2.96,2.52,22.9,80.7,20.8,82.5,31.1,29.5,47
Pittsburgh Penguins,20212022,82,46,25,--,11,103,0.628,37,43,3,269,222,3.28,2.71,20.2,84.4,16.9,85.9,34.7,31.4,51.1
Boston Bruins,20102011,82,46,25,--,11,103,0.628,43,44,2,244,189,2.98,2.3,16.2,82.6,14.3,86.8,32.9,32.7,51.9
Montréal Canadiens,19681969,76,46,19,11,--,103,0.678,46,46,0,271,202,3.57,2.66,--,--,--,--,35.9,29.6,--
Tampa Bay Lightning,20102011,82,46,25,--,11,103,0.628,32,40,6,241,234,2.94,2.85,20.5,83.8,15.8,84.1,31.8,28.7,50.4
Calgary Flames,20052006,82,46,25,--,11,103,0.628,42,44,2,216,193,2.63,2.35,18.2,84.3,16.7,85.8,28,27.6,50.4
Anaheim Ducks,20152016,82,46,25,--,11,103,0.628,39,43,3,215,188,2.62,2.29,23.1,87.2,21.9,89.7,30.3,27.5,51.9
Minnesota Wild,20222023,82,46,25,--,11,103,0.628,34,39,7,239,219,2.91,2.67,21.4,82,20.2,87.5,30.9,31.1,47.7
New Jersey Devils,19992000,82,45,24,8,5,103,0.628,42,45,0,251,203,3.06,2.48,20.1,87.5,16.8,90.4,33.1,25.6,49.3
Philadelphia Flyers,19961997,82,45,24,13,--,103,0.628,42,45,0,274,217,3.34,2.65,14.6,85.7,12.4,88.9,32.2,25.7,--
Philadelphia Flyers,19951996,82,45,24,13,--,103,0.628,41,45,0,282,208,3.44,2.54,19.7,85.8,18,88.6,30.9,25.9,--
Montréal Canadiens,19871988,80,45,22,13,--,103,0.644,44,45,0,298,238,3.73,2.98,15.9,83.8,11.6,85.6,30,28.8,--
Montréal Canadiens,19801981,80,45,22,13,--,103,0.644,45,45,0,332,232,4.15,2.9,24.1,81.7,21.4,84.6,33.9,26.4,--
Toronto Maple Leafs,20032004,82,45,24,10,3,103,0.628,41,45,0,242,204,2.95,2.49,20.1,83.4,18,85.5,27.5,26.4,52.1
Ottawa Senators,19981999,82,44,23,15,--,103,0.628,43,44,0,239,179,2.91,2.18,14.9,86.1,11.6,88,30.5,25.2,48.3
Detroit Red Wings,19971998,82,44,23,15,--,103,0.628,44,44,0,250,196,3.05,2.39,17.6,86.4,15.8,88.6,30.9,25.8,53.2
St. Louis Blues,20002001,82,43,22,12,5,103,0.628,37,43,0,249,195,3.04,2.38,18.7,85.4,16.9,89.2,30.4,23.6,51.9
Pittsburgh Penguins,19951996,82,49,29,4,--,102,0.622,46,49,0,362,284,4.41,3.46,26,83.3,23.1,87.2,32.3,34.6,--
Boston Bruins,20112012,82,49,29,--,4,102,0.622,38,40,9,260,199,3.17,2.43,17.2,83.5,16.8,86.5,32.4,29.8,54.5
New Jersey Devils,20112012,82,48,28,--,6,102,0.622,32,36,12,216,205,2.63,2.5,17.2,89.6,12.4,95.4,27.5,26.8,47.1
New York Rangers,20162017,82,48,28,--,6,102,0.622,40,45,3,253,216,3.09,2.63,20.2,79.8,18,83.9,29.7,30.1,48.4
Montréal Canadiens,19921993,84,48,30,6,--,102,0.607,43,48,0,326,280,3.88,3.33,18.4,82,15.4,83.8,31.8,30,--
Chicago Blackhawks,20142015,82,48,28,--,6,102,0.622,36,39,9,220,186,2.68,2.27,17.6,83.4,14.9,84.8,33.9,30.2,52.1
Detroit Red Wings,20112012,82,48,28,--,6,102,0.622,36,39,9,239,200,2.91,2.44,16.1,81.8,12.4,82.5,32.2,27,51.6
Los Angeles Kings,20152016,82,48,28,--,6,102,0.622,34,46,2,223,192,2.72,2.34,20,81.4,18.7,83.2,32,27.5,50.5
New York Rangers,19721973,78,47,23,8,--,102,0.654,47,47,0,297,208,3.81,2.67,--,--,--,--,34.6,27.1,--
Pittsburgh Penguins,20072008,82,47,27,--,8,102,0.622,39,40,7,240,212,2.93,2.59,20.4,81,17.7,82.6,27.7,30.8,46.1
Anaheim Ducks,20072008,82,47,27,--,8,102,0.622,35,39,8,197,184,2.4,2.24,16.6,83.1,14.7,85.1,27.3,28,50.2
Toronto Maple Leafs,20232024,82,46,26,--,10,102,0.622,33,41,5,298,261,3.63,3.18,24,76.9,20.2,79.4,32.6,29.8,53.5
Los Angeles Kings,19901991,80,46,24,10,--,102,0.638,42,46,0,340,254,4.25,3.18,20.5,83,15.9,85.1,30.1,30.2,--
Washington Capitals,19992000,82,44,24,12,2,102,0.622,39,44,0,227,194,2.77,2.37,15,86.2,13.9,88.9,27.7,27.7,53.3
Detroit Red Wings,20092010,82,44,24,--,14,102,0.622,33,38,6,223,207,2.72,2.52,19.2,83.9,18.9,86.9,33.4,29.4,51.1
Ottawa Senators,20032004,82,43,23,10,6,102,0.622,40,43,0,262,189,3.2,2.3,21.6,83.6,19.4,85.3,29.5,24.9,47.1
Dallas Stars,19992000,82,43,23,10,6,102,0.622,40,43,0,211,184,2.57,2.24,15.7,89.3,13.1,92.2,25.6,26.6,52.6
Washington Capitals,19831984,80,48,27,5,--,101,0.631,47,48,0,308,226,3.85,2.83,20.2,86.4,15.8,89.1,31.7,24.4,--
Vancouver Canucks,20142015,82,48,29,--,5,101,0.616,36,42,6,236,220,2.88,2.68,19.3,85.7,18.5,88,29.9,29.8,46.7
New York Islanders,20142015,82,47,28,--,7,101,0.616,34,40,7,245,224,2.99,2.73,18.7,78,17.6,82.6,33.8,28.3,49.2
Pittsburgh Penguins,20092010,82,47,28,--,7,101,0.616,33,39,8,249,235,3.04,2.87,17.2,84.1,14.7,86.2,32.8,28.7,49.3
New Jersey Devils,20052006,82,46,27,--,9,101,0.616,33,37,9,233,225,2.84,2.74,17.8,81.9,16.4,82.8,29.2,29.3,49.5
New York Rangers,20152016,82,46,27,--,9,101,0.616,39,43,3,233,215,2.84,2.62,18.6,78.2,16.4,79.4,28.5,30.4,49.2
Boston Bruins,19891990,80,46,25,9,--,101,0.631,43,46,0,289,232,3.61,2.9,23.6,83.2,22.7,84.8,32.6,26.8,--
Tampa Bay Lightning,20132014,82,46,27,--,9,101,0.616,32,38,8,232,209,2.83,2.55,18.5,80.7,15.6,84.4,29.8,29.2,49.2
Washington Capitals,19841985,80,46,25,9,--,101,0.631,43,46,0,322,240,4.03,3,23.8,77.1,21.7,79.1,31.9,25.8,--
Vancouver Canucks,19921993,84,46,29,9,--,101,0.601,45,46,0,346,278,4.12,3.31,17.3,78.5,14.9,82.5,31.7,29.4,--
Los Angeles Kings,20092010,82,46,27,--,9,101,0.616,32,36,10,231,211,2.82,2.57,20.9,80.3,18.9,81.6,29.1,27.6,50.6
San Jose Sharks,20182019,82,46,27,--,9,101,0.616,38,46,0,289,258,3.52,3.15,23.7,80.8,19.9,84.6,33,28.3,50.3
Philadelphia Flyers,20052006,82,45,26,--,11,101,0.616,34,41,4,263,253,3.21,3.09,18,79.1,16.7,83.2,31.1,28.9,49.5
Washington Capitals,20142015,82,45,26,--,11,101,0.616,35,40,5,237,199,2.89,2.43,25.3,81.2,23.6,82.7,29.5,28.9,51.3
Chicago Blackhawks,20112012,82,45,26,--,11,101,0.616,34,38,7,241,231,2.94,2.82,15.2,78.1,14.1,81.1,31.5,28.6,50.6
Minnesota Wild,20172018,82,45,26,--,11,101,0.616,38,42,3,250,229,3.05,2.79,20.4,81.3,17.9,83.8,30.2,31.3,49.8
Pittsburgh Penguins,19931994,84,44,27,13,--,101,0.601,40,44,0,299,285,3.56,3.39,18.8,82,16.1,83.5,32.5,31.9,--
Detroit Red Wings,19501951,70,44,13,13,--,101,0.721,44,44,0,236,139,3.37,1.99,--,--,--,--,--,--,--
Anaheim Ducks,20172018,82,44,25,--,13,101,0.616,35,40,4,231,209,2.82,2.55,17.8,83.2,15.9,86.9,30.2,33.1,51.3
Boston Bruins,20012002,82,43,24,6,9,101,0.616,34,43,0,236,201,2.88,2.45,13.8,87.1,12,91.1,31.7,25.1,48
Vancouver Canucks,20032004,82,43,24,10,5,101,0.616,32,43,0,235,194,2.87,2.37,15,86,12.8,87.4,29,26.6,51.2
New York Islanders,19751976,80,42,21,17,--,101,0.631,42,42,0,297,190,3.71,2.38,--,--,--,--,30.4,28.6,--
Philadelphia Flyers,20032004,82,40,21,15,6,101,0.616,38,40,0,229,186,2.79,2.27,20.7,83.3,19.8,85.3,29.4,25.5,50.3
Pittsburgh Penguins,20172018,82,47,29,--,6,100,0.61,33,45,2,270,248,3.29,3.02,26.2,80,25,82.3,34.4,31.1,50.3
Nashville Predators,20182019,82,47,29,--,6,100,0.61,38,43,4,236,212,2.88,2.59,12.9,82.1,9.8,85.3,32.7,30,51.5
Nashville Predators,20092010,82,47,29,--,6,100,0.61,33,39,8,217,221,2.65,2.7,16.4,77.1,14.3,79.1,30.6,29.2,49.2
Philadelphia Flyers,19861987,80,46,26,8,--,100,0.625,45,46,0,310,245,3.88,3.06,19,82.2,17.3,87.7,30.2,30.7,--
Montréal Canadiens,20132014,82,46,28,--,8,100,0.61,33,40,6,209,201,2.55,2.45,17.2,85.1,14.3,87.2,28.4,31,49.6
Toronto Maple Leafs,20182019,82,46,28,--,8,100,0.61,40,46,0,286,249,3.49,3.04,21.8,79.9,17.5,82.4,33.4,33.1,53
Detroit Red Wings,19931994,84,46,30,8,--,100,0.595,41,46,0,356,275,4.24,3.27,20.8,80.9,17.4,86.7,35.6,27.4,--
Calgary Flames,19901991,80,46,26,8,--,100,0.625,43,46,0,344,263,4.3,3.29,23.7,81.7,21.6,85.7,32.6,27.5,--
Los Angeles Kings,20132014,82,46,28,--,8,100,0.61,34,38,8,198,168,2.41,2.05,15.1,83.1,13,84.8,31.6,26.2,52.8
Minnesota Wild,20142015,82,46,28,--,8,100,0.61,38,42,4,227,198,2.77,2.41,15.9,86.3,14.6,88,30.8,27.6,49.9
Seattle Kraken,20222023,82,46,28,--,8,100,0.61,37,46,0,289,252,3.52,3.07,19.8,76.7,16.1,79.2,30.5,27,45.3
New York Islanders,20152016,82,45,27,--,10,100,0.61,34,40,5,227,211,2.77,2.57,18.3,84.5,15.7,87.5,29.4,30.4,50.1
Buffalo Sabres,20092010,82,45,27,--,10,100,0.61,35,41,4,231,201,2.82,2.45,17.6,86.6,16.6,88,31.6,31.4,48.6
Montréal Canadiens,19551956,70,45,15,10,--,100,0.714,45,45,0,222,131,3.17,1.87,--,--,--,--,--,--,--
Toronto Maple Leafs,19992000,82,45,27,7,3,100,0.61,38,45,0,246,222,3,2.71,17.8,82.4,16.2,85.8,26.4,29.1,50.8
Vancouver Canucks,20082009,82,45,27,--,10,100,0.61,37,42,3,243,213,2.96,2.6,18.8,81.4,17.4,83.3,28.5,29.2,51.9
San Jose Sharks,20172018,82,45,27,--,10,100,0.61,35,40,5,247,226,3.01,2.76,20.6,84.8,19.5,88.4,33,30.3,51.3
New York Rangers,20052006,82,44,26,--,12,100,0.61,33,37,7,250,211,3.05,2.57,18.9,83.7,16.8,84.6,29.9,28.8,47.5
Pittsburgh Penguins,20182019,82,44,26,--,12,100,0.61,37,42,2,271,238,3.3,2.9,24.6,79.7,18,85.1,33.3,33.3,50.6
Boston Bruins,20192020,70,44,14,--,12,100,0.714,38,44,0,227,167,3.24,2.39,25.2,84.3,22.1,86.6,32.1,30,51
Boston Bruins,19901991,80,44,24,12,--,100,0.625,39,44,0,299,264,3.74,3.3,21.1,82.6,18.8,85.6,31.4,28,--
Washington Capitals,20212022,82,44,26,--,12,100,0.61,35,39,5,270,242,3.29,2.95,18.8,80.4,15.2,84,31.4,29,47.1
Detroit Red Wings,19511952,70,44,14,12,--,100,0.714,44,44,0,215,133,3.07,1.9,--,--,--,--,--,--,--
New Jersey Devils,20032004,82,43,25,12,2,100,0.61,36,43,0,213,164,2.6,2,16.4,85.3,14.7,88.4,29.7,24.4,49.2
Philadelphia Flyers,20002001,82,43,25,11,3,100,0.61,38,43,0,240,207,2.93,2.52,15.7,82.5,13.1,86,29.9,26.1,50.3
Boston Bruins,19781979,80,43,23,14,--,100,0.625,43,43,0,316,270,3.95,3.38,23.6,74.7,20,76.8,28.1,24.8,--
Toronto Maple Leafs,20012002,82,43,25,10,4,100,0.61,40,43,0,249,207,3.04,2.52,15.5,84.5,13.8,87.2,28.5,24.9,51.8
Detroit Red Wings,20142015,82,43,25,--,14,100,0.61,32,39,4,231,211,2.82,2.57,23.8,80.9,21.1,81.9,29.6,28.3,51.5
Boston Bruins,19681969,76,42,18,16,--,100,0.658,42,42,0,303,221,3.99,2.91,--,--,--,--,34.1,31.1,--
Colorado Avalanche,20032004,82,40,22,13,7,100,0.61,32,40,0,236,198,2.88,2.41,20.4,83.8,16.5,85.7,29.4,28.4,50
Nashville Predators,20232024,82,47,30,--,5,99,0.604,38,44,3,266,248,3.24,3.02,21.6,76.9,19.7,79.8,32.2,30.6,50.4
Anaheim Ducks,20102011,82,47,30,--,5,99,0.604,34,43,4,235,233,2.87,2.84,23.5,81.3,21.1,83.6,28.5,32.3,47.7
Winnipeg Jets,20182019,82,47,30,--,5,99,0.604,38,45,2,270,243,3.29,2.96,24.8,79.2,22,83.2,31.2,33.4,50.7
New Jersey Devils,20072008,82,46,29,--,7,99,0.604,31,38,8,198,193,2.41,2.35,15.6,82.8,13.4,84.7,28.8,27.5,50.4
Carolina Hurricanes,20182019,82,46,29,--,7,99,0.604,39,44,2,243,221,2.96,2.7,17.8,81.6,14.6,84.9,34.4,28.6,49
St. Louis Blues,20162017,82,46,29,--,7,99,0.604,38,44,2,233,216,2.84,2.63,21.3,84.8,19.2,85.9,28.4,28.4,50.3
San Jose Sharks,20162017,82,46,29,--,7,99,0.604,38,44,2,219,200,2.67,2.44,16.7,80.7,14.2,84,29.9,27.7,48.1
Pittsburgh Penguins,20082009,82,45,28,--,9,99,0.604,33,39,6,258,233,3.15,2.84,17.2,82.7,13.6,84.7,29,30.3,49.1
Montréal Canadiens,19731974,78,45,24,9,--,99,0.635,45,45,0,293,240,3.76,3.08,--,--,--,--,30.2,29.8,--
Chicago Blackhawks,19691970,76,45,22,9,--,99,0.651,45,45,0,250,170,3.29,2.24,--,--,--,--,32.2,31.9,--
St. Louis Blues,20182019,82,45,28,--,9,99,0.604,36,42,3,244,220,2.98,2.68,21.1,81.5,18.1,83.6,31.8,28.6,51.4
Colorado Avalanche,20012002,82,45,28,8,1,99,0.604,41,45,0,212,169,2.59,2.06,18,87,16,89.2,27.5,26.5,51.4
Philadelphia Flyers,20082009,82,44,27,--,11,99,0.604,34,40,4,260,232,3.17,2.83,22.5,83,22.2,87,29.8,32.5,48.3
Toronto Maple Leafs,19921993,84,44,29,11,--,99,0.589,43,44,0,288,241,3.43,2.87,21,82.4,18.7,85,30.4,29,--
Nashville Predators,20102011,82,44,27,--,11,99,0.604,36,38,6,213,190,2.6,2.32,15.2,84.9,14.5,86.8,28.8,30.6,50.2
Edmonton Oilers,19871988,80,44,25,11,--,99,0.619,41,44,0,363,288,4.54,3.6,21.9,80.8,19.2,85.2,29.3,29.6,--
Los Angeles Kings,20212022,82,44,27,--,11,99,0.604,35,40,4,235,232,2.87,2.83,16.1,76.7,12.5,81.5,34.9,28.5,52.2
Los Angeles Kings,20232024,82,44,27,--,11,99,0.604,37,42,2,254,210,3.1,2.56,22.6,84.6,19.8,88.9,31.9,28,50.6
San Jose Sharks,20012002,82,44,27,8,3,99,0.604,42,44,0,248,199,3.02,2.43,15.7,85.8,14.1,89.8,27.2,28.5,49
San Jose Sharks,20052006,82,44,27,--,11,99,0.604,34,43,1,265,235,3.23,2.87,18.2,80.7,16,83.2,30.3,26.6,48.4
Ottawa Senators,20142015,82,43,26,--,13,99,0.604,30,37,6,232,208,2.83,2.54,16.8,82.9,13.9,85.2,31,32.1,48.2
Los Angeles Kings,19801981,80,43,24,13,--,99,0.619,43,43,0,337,290,4.21,3.63,24.6,77.4,22.7,80.7,27.9,30.7,--
Phoenix Coyotes,20102011,82,43,26,--,13,99,0.604,36,38,5,226,220,2.76,2.68,15.9,78.4,13.8,80.1,30.3,32.6,51.5
Winnipeg Jets,20142015,82,43,26,--,13,99,0.604,32,36,7,223,204,2.72,2.49,17.8,81.8,16,85.1,29.7,28.7,48.9
Calgary Flames,19891990,80,42,23,15,--,99,0.619,39,42,0,348,265,4.35,3.31,27.7,79.2,26.1,82.2,34.4,25.3,--
St. Louis Blues,20022003,82,41,24,11,6,99,0.604,35,41,0,253,222,3.09,2.71,20.5,81.8,18.7,84.6,28.1,25,49
Boston Bruins,19691970,76,40,17,19,--,99,0.651,40,40,0,277,216,3.64,2.84,--,--,--,--,37.8,32.7,--
Buffalo Sabres,19801981,80,39,20,21,--,99,0.619,39,39,0,327,250,4.09,3.13,23.9,83.2,20.6,86.6,31,27.9,--
Columbus Blue Jackets,20182019,82,47,31,--,4,98,0.598,37,45,2,256,231,3.12,2.82,15.4,85,12.7,89,31.6,29.5,50.3
Buffalo Sabres,20002001,82,46,30,5,1,98,0.598,42,46,0,218,184,2.66,2.24,16.1,88,14.8,89.8,26.9,26.8,50
Tampa Bay Lightning,20222023,82,46,30,--,6,98,0.598,38,43,3,280,252,3.41,3.07,25.4,79.7,21.4,82.4,32,31.5,51.6
Calgary Flames,20082009,82,46,30,--,6,98,0.598,40,43,3,251,246,3.06,3,17,83.4,12.9,85.1,32.2,29.8,51.3
Dallas Stars,20212022,82,46,30,--,6,98,0.598,31,41,5,233,244,2.84,2.98,22.4,79,20.3,82.2,30.3,31,54.8
Los Angeles Kings,20102011,82,46,30,--,6,98,0.598,35,36,10,209,196,2.55,2.39,16.1,85.5,14,87,28.8,27.9,51.1
San Jose Sharks,20152016,82,46,30,--,6,98,0.598,37,42,4,237,207,2.89,2.52,22.6,80.5,20,83.1,30.4,27.4,50.7
Buffalo Sabres,19891990,80,45,27,8,--,98,0.613,41,45,0,286,248,3.58,3.1,22.1,83.5,20.1,85.5,30.2,31.6,--
Tampa Bay Lightning,20232024,82,45,29,--,8,98,0.598,37,42,3,288,267,3.51,3.26,28.6,83.3,26.2,85.5,29.3,29.6,51.8
Washington Capitals,19911992,80,45,27,8,--,98,0.613,43,45,0,330,275,4.13,3.44,22.3,83.7,18.7,87.5,31,28.4,--
St. Louis Blues,19971998,82,45,29,8,--,98,0.598,43,45,0,256,204,3.12,2.49,16.9,86.7,15.8,89.9,26.9,24.1,51
Los Angeles Kings,20172018,82,45,29,--,8,98,0.598,34,43,2,237,202,2.89,2.46,20.4,85,18.8,86.9,31,30.9,49.7
Vegas Golden Knights,20232024,82,45,29,--,8,98,0.598,34,41,4,263,243,3.21,2.96,20.2,79.3,17.1,83.6,31.1,30.3,50.2
Philadelphia Flyers,19831984,80,44,26,10,--,98,0.613,41,44,0,350,290,4.38,3.63,20.2,76.6,17.7,81,36.8,28.7,--
Ottawa Senators,20162017,82,44,28,--,10,98,0.598,34,38,6,206,210,2.51,2.56,17,79.7,15.8,82.5,30,30.1,51
Toronto Maple Leafs,20022003,82,44,28,7,3,98,0.598,37,44,0,236,208,2.88,2.54,17.6,86.9,15.6,89.4,26.3,29.5,50.7
Colorado Avalanche,19981999,82,44,28,10,--,98,0.598,42,44,0,239,205,2.91,2.5,18.9,83.7,15.7,85.5,28,27.8,50.6
Minnesota Wild,20072008,82,44,28,--,10,98,0.598,35,41,3,220,210,2.68,2.56,18.9,85.2,16,86.1,27,30.1,47.3
Pittsburgh Penguins,20142015,82,43,27,--,12,98,0.598,33,39,4,217,204,2.65,2.49,19.3,84.8,15,87,31.6,29.3,49.1
Toronto Maple Leafs,19931994,84,43,29,12,--,98,0.583,39,43,0,280,243,3.33,2.89,19.2,81.9,17.2,83.9,30.1,30.4,--
Florida Panthers,19992000,82,43,27,6,6,98,0.598,40,43,0,244,209,2.98,2.55,17.2,85.5,14.8,86.1,26.8,29.6,46.2
Detroit Red Wings,19911992,80,43,25,12,--,98,0.613,40,43,0,320,256,4,3.2,18.7,81.4,16.8,85.7,31,28,--
St. Louis Blues,20012002,82,43,27,8,4,98,0.598,37,43,0,227,188,2.77,2.29,17.4,85.2,15.5,86.5,29,22.5,49.9
Anaheim Ducks,20052006,82,43,27,--,12,98,0.598,37,40,3,251,222,3.06,2.71,18.1,83.5,15.4,85.3,31.5,29.6,50.8
Minnesota Wild,20132014,82,43,27,--,12,98,0.598,32,35,8,199,198,2.43,2.41,17.9,78.8,14.7,80.4,26.6,27.7,50.9
Philadelphia Flyers,20172018,82,42,26,--,14,98,0.598,31,40,2,249,236,3.04,2.88,20.7,75.8,16.9,77.1,32.1,29.9,53.3
Montréal Canadiens,19821983,80,42,24,14,--,98,0.613,42,42,0,350,286,4.38,3.58,22.7,74.4,19.9,77.4,32.9,29.1,--
Montréal Canadiens,19611962,70,42,14,14,--,98,0.7,42,42,0,259,166,3.7,2.37,--,--,--,--,34.1,30.9,--
Pittsburgh Penguins,19971998,82,40,24,18,--,98,0.598,37,40,0,228,188,2.78,2.29,16.5,86.4,12.5,89.6,26.5,26.9,49.7
Tampa Bay Lightning,20152016,82,46,31,--,5,97,0.591,36,43,3,224,198,2.73,2.41,15.8,84.1,13.3,86.8,29.3,28.9,49.5
Toronto Maple Leafs,19981999,82,45,30,7,--,97,0.591,39,45,0,268,231,3.27,2.82,14.4,80.3,12.8,82.5,28.3,28.8,50
Carolina Hurricanes,20082009,82,45,30,--,7,97,0.591,35,42,3,236,221,2.88,2.7,18.7,80.4,16.3,83.1,32.6,29.5,51.3
Nashville Predators,20212022,82,45,30,--,7,97,0.591,35,41,4,262,250,3.2,3.05,24.4,79.2,22.5,79.9,29.7,32.3,51.2
Calgary Flames,20142015,82,45,30,--,7,97,0.591,32,41,4,237,213,2.89,2.6,18.8,80.7,17.7,83.9,27.5,29.2,47.5
Dallas Stars,20072008,82,45,30,--,7,97,0.591,37,40,5,237,204,2.89,2.49,18.1,85.6,15.8,89.3,26.7,26.1,50.4
Columbus Blue Jackets,20172018,82,45,30,--,7,97,0.591,30,39,6,236,226,2.88,2.76,17.2,76.2,14.1,78,33.7,31.3,48.4
New Jersey Devils,20172018,82,44,29,--,9,97,0.591,33,39,5,243,240,2.96,2.93,21.4,81.8,19.1,86.4,31.7,31.9,47
Chicago Blackhawks,20102011,82,44,29,--,9,97,0.591,34,38,6,252,220,3.07,2.68,23.1,79.2,21.7,81.6,32.2,28.7,50.8
Atlanta Thrashers,20062007,82,43,28,--,11,97,0.591,29,36,7,239,241,2.91,2.94,16.5,79.8,14,82.1,29.7,31.5,52.9
Calgary Flames,19921993,84,43,30,11,--,97,0.577,39,43,0,322,282,3.83,3.36,19,83.1,17,86.2,31.4,29.5,--
New York Rangers,20072008,82,42,27,--,13,97,0.591,30,34,8,205,190,2.5,2.32,16.5,84.6,14.9,85.7,31.5,25.9,52.3
Philadelphia Flyers,20012002,82,42,27,10,3,97,0.591,39,42,0,234,192,2.85,2.34,13,86.4,9.7,89.1,29.8,26.1,49.9
Boston Bruins,19931994,84,42,29,13,--,97,0.577,40,42,0,289,252,3.44,3,21.7,84.7,19.4,89.2,35.5,25.2,--
Montréal Canadiens,19701971,78,42,23,13,--,97,0.622,42,42,0,291,216,3.73,2.77,--,--,--,--,32.8,32,--
Calgary Flames,19931994,84,42,29,13,--,97,0.577,39,42,0,302,256,3.6,3.05,21.2,80.7,19,84.1,31.4,27.5,--
Dallas Stars,19931994,84,42,29,13,--,97,0.577,36,42,0,286,265,3.4,3.15,18.4,84.1,14.8,86,30.5,30.8,--
Phoenix Coyotes,20112012,82,42,27,--,13,97,0.591,33,36,6,210,194,2.56,2.37,13.6,85.5,11.2,88,29.6,31.6,50.2
Philadelphia Flyers,19801981,80,41,24,15,--,97,0.606,41,41,0,313,249,3.91,3.11,27,80.2,25.5,82.6,33.1,29,--
Dallas Stars,20032004,82,41,26,13,2,97,0.591,38,41,0,194,175,2.37,2.13,15.9,85.9,12.5,87.5,26.8,23.2,51.4
New York Rangers,20132014,82,45,31,--,6,96,0.585,39,41,4,214,190,2.61,2.32,18.2,85.3,15.5,89.7,33.2,29.4,48.8
Montréal Canadiens,20102011,82,44,30,--,8,96,0.585,36,41,3,213,206,2.6,2.51,19.7,84.4,17.6,85.9,31.7,31,49
Montréal Canadiens,20182019,82,44,30,--,8,96,0.585,37,41,3,246,236,3,2.88,13.3,80.9,11.5,83,34.1,31.1,49.4
Florida Panthers,20172018,82,44,30,--,8,96,0.585,38,41,3,245,243,2.99,2.96,18.9,80.2,16.9,84.6,34.4,34.6,50.7
Boston Bruins,19811982,80,43,27,10,--,96,0.6,43,43,0,323,285,4.04,3.56,22.3,81.6,19.9,85.4,30.2,25.7,--
Buffalo Sabres,20102011,82,43,29,--,10,96,0.585,28,38,5,240,228,2.93,2.78,19.4,83,14.7,83.7,32.8,30.7,47.7
Montréal Canadiens,19571958,70,43,17,10,--,96,0.686,43,43,0,250,158,3.57,2.26,--,--,--,--,--,--,--
